,order_id,product_id,category,quantity,unit_price,discount_rate,line_revenue
71,43,46,sports,1,3785,0.05,3595.75
72,44,12,home,1,4627,0.0,4627.0
73,44,4,electronics,1,2293,0.0,2293.0
74,45,8,electronics,1,1791,0.1,1611.9
75,46,11,home,1,1744,0.0,1744.0
76,47,22,beauty,1,1574,0.2,1259.2
77,47,43,sports,1,4289,0.05,4074.55
78,48,51,fashion,1,2916,0.0,2916.0
79,48,8,electronics,1,1791,0.1,1611.9
80,48,49,sports,1,1048,0.0,1048.0
81,49,22,beauty,1,1574,0.1,1416.6
82,49,25,beauty,1,3410,0.15,2898.5
83,49,58,fashion,1,1326,0.05,1259.7
84,50,50,sports,1,2033,0.0,2033.0
85,50,2,electronics,1,3850,0.1,3465.0
86,51,13,home,3,3877,0.05,11049.45
87,51,8,electronics,2,1791,0.2,2865.6
88,52,29,beauty,1,2320,0.05,2204.0
89,53,55,fashion,1,4572,0.15,3886.2
90,53,25,beauty,1,3410,0.0,3410.0
91,53,23,beauty,1,2336,0.0,2336.0
92,54,13,home,2,3877,0.0,7754.0
93,55,58,fashion,1,1326,0.0,1326.0
94,55,20,home,2,3438,0.2,5500.8
95,56,44,sports,1,724,0.1,651.6
96,57,16,home,1,1002,0.0,1002.0
97,58,16,home,2,1002,0.0,2004.0
98,59,35,grocery,1,1942,0.05,1844.9
99,59,46,sports,1,3785,0.0,3785.0
100,60,20,home,1,3438,0.05,3266.1
101,60,40,grocery,1,3255,0.1,2929.5
102,60,7,electronics,1,1985,0.1,1786.5
103,60,3,electronics,2,3713,0.15,6312.1
104,61,23,beauty,2,2336,0.05,4438.4
105,61,27,beauty,1,1579,0.15,1342.15
106,62,26,beauty,2,4752,0.0,9504.0
107,62,22,beauty,1,1574,0.0,1574.0
108,62,30,beauty,1,4729,0.05,4492.55
109,63,11,home,1,1744,0.1,1569.6
110,63,41,sports,1,931,0.0,931.0
111,63,13,home,1,3877,0.0,3877.0
112,64,9,electronics,1,4658,0.2,3726.4
113,65,31,grocery,2,3203,0.0,6406.0
114,65,20,home,1,3438,0.15,2922.3
115,65,7,electronics,1,1985,0.2,1588.0
116,66,20,home,1,3438,0.0,3438.0
117,66,10,electronics,1,3487,0.1,3138.3
118,67,6,electronics,1,529,0.05,502.55
119,67,49,sports,1,1048,0.05,995.6
120,67,41,sports,1,931,0.05,884.45
121,67,12,home,1,4627,0.0,4627.0
122,68,24,beauty,1,2262,0.0,2262.0
123,68,29,beauty,1,2320,0.05,2204.0
124,69,58,fashion,1,1326,0.0,1326.0
125,69,11,home,1,1744,0.0,1744.0
126,70,5,electronics,2,1760,0.0,3520.0
127,70,10,electronics,1,3487,0.0,3487.0
128,70,23,beauty,1,2336,0.1,2102.4
129,71,49,sports,1,1048,0.0,1048.0
130,72,54,fashion,1,3026,0.05,2874.7
131,73,56,fashion,1,630,0.15,535.5
132,74,15,home,2,860,0.1,1548.0
133,74,51,fashion,1,2916,0.0,2916.0
134,75,37,grocery,1,667,0.1,600.3
135,76,45,sports,1,4975,0.0,4975.0
136,77,42,sports,1,3125,0.15,2656.25
137,78,8,electronics,1,1791,0.0,1791.0
138,78,19,home,1,2193,0.0,2193.0
139,79,43,sports,1,4289,0.1,3860.1
140,79,39,grocery,3,2235,0.05,6369.75
141,80,30,beauty,1,4729,0.2,3783.2
142,80,40,grocery,1,3255,0.2,2604.0
143,80,19,home,1,2193,0.15,1864.05
144,81,21,beauty,1,2746,0.05,2608.7
145,81,57,fashion,2,729,0.05,1385.1
146,81,12,home,1,4627,0.05,4395.65
147,82,47,sports,1,1558,0.1,1402.2
148,82,17,home,2,2656,0.0,5312.0
149,82,36,grocery,1,1580,0.05,1501.0
150,83,29,beauty,1,2320,0.0,2320.0
151,84,8,electronics,1,1791,0.0,1791.0
152,84,26,beauty,1,4752,0.05,4514.4
153,85,16,home,2,1002,0.15,1703.4
154,85,39,grocery,1,2235,0.1,2011.5
155,86,52,fashion,1,1957,0.1,1761.3
156,86,44,sports,1,724,0.0,724.0
157,86,1,electronics,1,150,0.0,150.0
158,86,17,home,1,2656,0.0,2656.0
159,87,2,electronics,2,3850,0.1,6930.0
160,87,21,beauty,1,2746,0.0,2746.0
161,88,28,beauty,1,567,0.05,538.65
162,89,18,home,1,778,0.1,700.2
163,89,57,fashion,1,729,0.1,656.1
164,90,37,grocery,1,667,0.1,600.3
165,90,19,home,2,2193,0.05,4166.7
166,91,2,electronics,1,3850,0.1,3465.0
167,91,51,fashion,1,2916,0.05,2770.2
168,91,45,sports,1,4975,0.1,4477.5
169,91,25,beauty,1,3410,0.1,3069.0
170,92,52,fashion,2,1957,0.1,3522.6
171,92,34,grocery,1,2437,0.15,2071.45
172,93,3,electronics,1,3713,0.1,3341.7
173,93,9,electronics,2,4658,0.0,9316.0
174,94,17,home,1,2656,0.15,2257.6
175,94,11,home,1,1744,0.1,1569.6
176,94,37,grocery,1,667,0.0,667.0
177,95,10,electronics,2,3487,0.15,5927.9
178,95,44,sports,1,724,0.05,687.8
179,95,54,fashion,2,3026,0.0,6052.0
180,96,33,grocery,1,4175,0.0,4175.0
181,96,20,home,1,3438,0.1,3094.2
182,97,34,grocery,2,2437,0.0,4874.0
183,97,2,electronics,1,3850,0.0,3850.0
184,97,26,beauty,1,4752,0.0,4752.0
185,97,9,electronics,1,4658,0.0,4658.0
186,98,11,home,1,1744,0.05,1656.8
187,98,22,beauty,1,1574,0.05,1495.3
188,99,2,electronics,2,3850,0.0,7700.0
189,100,52,fashion,1,1957,0.0,1957.0
190,101,14,home,1,4075,0.15,3463.75
191,101,10,electronics,1,3487,0.2,2789.6
192,101,27,beauty,1,1579,0.0,1579.0
193,102,48,sports,1,2972,0.0,2972.0
194,102,39,grocery,1,2235,0.05,2123.25
195,102,54,fashion,1,3026,0.1,2723.4
196,103,6,electronics,1,529,0.0,529.0
197,103,4,electronics,1,2293,0.1,2063.7
198,103,5,electronics,1,1760,0.05,1672.0
199,104,53,fashion,1,1286,0.0,1286.0
200,105,35,grocery,1,1942,0.1,1747.8
201,105,21,beauty,1,2746,0.0,2746.0
202,106,5,electronics,1,1760,0.1,1584.0
203,106,36,grocery,1,1580,0.0,1580.0
204,106,10,electronics,1,3487,0.0,3487.0
205,107,47,sports,1,1558,0.0,1558.0
206,108,16,home,2,1002,0.0,2004.0
207,108,10,electronics,2,3487,0.1,6276.6
208,109,38,grocery,1,3806,0.0,3806.0
209,110,39,grocery,1,2235,0.0,2235.0
210,111,12,home,1,4627,0.0,4627.0
211,111,48,sports,1,2972,0.0,2972.0
212,111,8,electronics,1,1791,0.1,1611.9
213,112,1,electronics,1,150,0.05,142.5
214,112,36,grocery,2,1580,0.15,2686.0
215,113,20,home,1,3438,0.0,3438.0
216,114,23,beauty,1,2336,0.0,2336.0
217,114,59,fashion,1,2290,0.0,2290.0
218,114,2,electronics,1,3850,0.2,3080.0
219,115,57,fashion,1,729,0.05,692.55
220,115,53,fashion,1,1286,0.0,1286.0
221,116,56,fashion,1,630,0.15,535.5
222,116,53,fashion,1,1286,0.0,1286.0
223,117,8,electronics,1,1791,0.0,1791.0
224,117,36,grocery,2,1580,0.05,3002.0
225,118,8,electronics,1,1791,0.1,1611.9
226,118,52,fashion,1,1957,0.0,1957.0
227,118,19,home,2,2193,0.15,3728.1
228,119,6,electronics,1,529,0.05,502.55
229,120,54,fashion,1,3026,0.0,3026.0
230,120,5,electronics,1,1760,0.05,1672.0
231,120,5,electronics,1,1760,0.1,1584.0
232,121,57,fashion,1,729,0.05,692.55
233,122,48,sports,1,2972,0.05,2823.4
234,122,22,beauty,1,1574,0.2,1259.2
235,123,60,fashion,1,552,0.05,524.4
236,124,57,fashion,2,729,0.1,1312.2
237,124,16,home,1,1002,0.1,901.8
238,125,34,grocery,1,2437,0.1,2193.3
239,125,13,home,1,3877,0.0,3877.0
240,125,23,beauty,1,2336,0.1,2102.4
241,126,52,fashion,1,1957,0.05,1859.15
242,127,26,beauty,1,4752,0.05,4514.4
243,127,34,grocery,2,2437,0.0,4874.0
244,127,33,grocery,1,4175,0.1,3757.5
245,128,19,home,1,2193,0.1,1973.7
246,128,31,grocery,1,3203,0.1,2882.7
247,129,16,home,1,1002,0.0,1002.0
248,129,41,sports,1,931,0.05,884.45
249,130,48,sports,1,2972,0.0,2972.0
250,130,28,beauty,1,567,0.1,510.3
251,130,17,home,1,2656,0.1,2390.4
252,130,12,home,2,4627,0.1,8328.6
253,131,36,grocery,1,1580,0.0,1580.0
254,132,16,home,1,1002,0.05,951.9
255,132,32,grocery,1,126,0.0,126.0
256,132,3,electronics,1,3713,0.1,3341.7
257,132,13,home,1,3877,0.15,3295.45
258,133,56,fashion,1,630,0.0,630.0
259,134,48,sports,1,2972,0.0,2972.0
260,134,11,home,2,1744,0.1,3139.2
261,135,29,beauty,1,2320,0.0,2320.0
262,135,8,electronics,1,1791,0.0,1791.0
263,136,8,electronics,2,1791,0.05,3402.9
264,136,53,fashion,1,1286,0.1,1157.4
265,137,56,fashion,1,630,0.0,630.0
266,138,10,electronics,1,3487,0.1,3138.3
267,139,11,home,1,1744,0.05,1656.8
268,140,18,home,2,778,0.05,1478.2
269,140,49,sports,2,1048,0.0,2096.0
270,141,20,home,1,3438,0.1,3094.2
271,142,34,grocery,1,2437,0.0,2437.0
272,143,31,grocery,1,3203,0.1,2882.7
273,144,19,home,1,2193,0.0,2193.0
274,144,6,electronics,3,529,0.0,1587.0
275,144,13,home,1,3877,0.05,3683.15
276,145,12,home,1,4627,0.1,4164.3
277,146,33,grocery,1,4175,0.0,4175.0
278,146,27,beauty,1,1579,0.15,1342.15
279,147,24,beauty,1,2262,0.05,2148.9
280,148,7,electronics,1,1985,0.0,1985.0
281,149,19,home,1,2193,0.05,2083.35
282,149,36,grocery,1,1580,0.15,1343.0
283,150,54,fashion,2,3026,0.1,5446.8
284,150,53,fashion,1,1286,0.0,1286.0
285,150,14,home,1,4075,0.05,3871.25
286,151,5,electronics,1,1760,0.05,1672.0
287,152,59,fashion,2,2290,0.1,4122.0
288,152,40,grocery,1,3255,0.1,2929.5
289,153,2,electronics,2,3850,0.05,7315.0
290,153,53,fashion,1,1286,0.05,1221.7
291,153,58,fashion,2,1326,0.05,2519.4
292,154,8,electronics,1,1791,0.0,1791.0
293,154,51,fashion,1,2916,0.0,2916.0
294,154,4,electronics,2,2293,0.0,4586.0
295,154,44,sports,1,724,0.1,651.6
296,155,1,electronics,1,150,0.0,150.0
297,155,40,grocery,1,3255,0.0,3255.0
298,156,5,electronics,1,1760,0.0,1760.0
299,156,34,grocery,1,2437,0.0,2437.0
300,156,11,home,1,1744,0.05,1656.8
301,157,48,sports,2,2972,0.0,5944.0
302,158,55,fashion,2,4572,0.0,9144.0
303,158,60,fashion,1,552,0.0,552.0
304,158,44,sports,1,724,0.0,724.0
305,158,45,sports,1,4975,0.05,4726.25
306,159,5,electronics,1,1760,0.0,1760.0
307,160,32,grocery,1,126,0.0,126.0
308,160,57,fashion,1,729,0.0,729.0
309,161,14,home,2,4075,0.0,8150.0
310,161,2,electronics,1,3850,0.0,3850.0
311,161,33,grocery,1,4175,0.0,4175.0
312,162,7,electronics,1,1985,0.0,1985.0
313,162,39,grocery,1,2235,0.0,2235.0
314,162,23,beauty,1,2336,0.0,2336.0
315,162,50,sports,1,2033,0.0,2033.0
316,163,5,electronics,1,1760,0.2,1408.0
317,164,49,sports,1,1048,0.0,1048.0
318,164,30,beauty,1,4729,0.1,4256.1
319,165,20,home,1,3438,0.0,3438.0
320,165,18,home,2,778,0.0,1556.0
321,166,19,home,1,2193,0.0,2193.0
322,167,5,electronics,1,1760,0.2,1408.0
323,167,49,sports,1,1048,0.05,995.6
324,167,10,electronics,2,3487,0.15,5927.9
325,168,31,grocery,1,3203,0.05,3042.85
326,169,57,fashion,1,729,0.15,619.65
327,169,11,home,1,1744,0.05,1656.8
328,170,40,grocery,1,3255,0.0,3255.0
329,170,27,beauty,1,1579,0.2,1263.2
330,171,60,fashion,2,552,0.0,1104.0
331,171,60,fashion,2,552,0.0,1104.0
332,171,60,fashion,1,552,0.2,441.6
333,172,33,grocery,1,4175,0.0,4175.0
334,172,43,sports,1,4289,0.15,3645.65
335,172,3,electronics,1,3713,0.0,3713.0
336,173,30,beauty,1,4729,0.1,4256.1
337,174,10,electronics,2,3487,0.0,6974.0
338,175,16,home,1,1002,0.05,951.9
339,176,15,home,1,860,0.1,774.0
340,176,31,grocery,1,3203,0.05,3042.85
341,177,19,home,1,2193,0.15,1864.05
342,178,20,home,1,3438,0.1,3094.2
343,178,1,electronics,1,150,0.2,120.0
344,179,30,beauty,1,4729,0.1,4256.1
345,180,56,fashion,2,630,0.05,1197.0
346,181,43,sports,1,4289,0.1,3860.1
347,181,19,home,1,2193,0.0,2193.0
348,181,43,sports,1,4289,0.0,4289.0
349,182,52,fashion,1,1957,0.1,1761.3
350,182,55,fashion,1,4572,0.0,4572.0
351,182,58,fashion,1,1326,0.0,1326.0
352,183,6,electronics,1,529,0.0,529.0
353,184,16,home,1,1002,0.1,901.8
354,184,45,sports,1,4975,0.05,4726.25
355,184,39,grocery,1,2235,0.0,2235.0
356,185,14,home,1,4075,0.05,3871.25
357,185,8,electronics,1,1791,0.05,1701.45
358,186,36,grocery,1,1580,0.15,1343.0
359,187,42,sports,1,3125,0.1,2812.5
360,188,51,fashion,2,2916,0.0,5832.0
361,188,32,grocery,3,126,0.05,359.1
362,188,55,fashion,1,4572,0.05,4343.4
363,189,34,grocery,1,2437,0.0,2437.0
364,189,50,sports,1,2033,0.05,1931.35
365,190,22,beauty,1,1574,0.1,1416.6
366,190,21,beauty,1,2746,0.05,2608.7
367,191,24,beauty,1,2262,0.0,2262.0
368,192,57,fashion,1,729,0.0,729.0
369,193,13,home,1,3877,0.05,3683.15
370,194,14,home,1,4075,0.0,4075.0
371,194,21,beauty,2,2746,0.0,5492.0
372,195,30,beauty,1,4729,0.0,4729.0
373,196,32,grocery,1,126,0.1,113.4
374,196,27,beauty,1,1579,0.0,1579.0
375,197,34,grocery,1,2437,0.1,2193.3
376,197,10,electronics,1,3487,0.1,3138.3
377,198,42,sports,1,3125,0.1,2812.5
378,198,19,home,1,2193,0.0,2193.0
379,198,35,grocery,1,1942,0.05,1844.9
380,199,49,sports,1,1048,0.0,1048.0
381,199,17,home,2,2656,0.0,5312.0
382,200,55,fashion,1,4572,0.0,4572.0
383,201,27,beauty,1,1579,0.0,1579.0
384,202,43,sports,2,4289,0.05,8149.1
385,202,56,fashion,1,630,0.05,598.5
386,203,6,electronics,1,529,0.15,449.65
387,203,16,home,1,1002,0.2,801.6
388,204,41,sports,1,931,0.05,884.45
389,205,2,electronics,1,3850,0.0,3850.0
390,205,4,electronics,2,2293,0.0,4586.0
391,206,5,electronics,1,1760,0.0,1760.0
392,207,45,sports,1,4975,0.05,4726.25
393,207,42,sports,2,3125,0.0,6250.0
394,208,3,electronics,1,3713,0.1,3341.7
395,208,8,electronics,1,1791,0.1,1611.9
396,209,9,electronics,1,4658,0.05,4425.1
397,209,18,home,3,778,0.0,2334.0
398,210,8,electronics,1,1791,0.0,1791.0
399,211,37,grocery,1,667,0.0,667.0
400,212,13,home,1,3877,0.2,3101.6
401,212,32,grocery,2,126,0.1,226.8
402,213,37,grocery,1,667,0.05,633.65
403,213,56,fashion,1,630,0.1,567.0
404,213,22,beauty,1,1574,0.05,1495.3
405,214,1,electronics,1,150,0.0,150.0
406,214,50,sports,2,2033,0.1,3659.4
407,215,15,home,1,860,0.0,860.0
408,215,46,sports,1,3785,0.0,3785.0
409,216,32,grocery,1,126,0.0,126.0
410,217,54,fashion,1,3026,0.05,2874.7
411,217,22,beauty,1,1574,0.0,1574.0
412,218,1,electronics,1,150,0.0,150.0
413,218,14,home,1,4075,0.15,3463.75
414,219,7,electronics,1,1985,0.0,1985.0
415,220,33,grocery,1,4175,0.15,3548.75
416,220,12,home,1,4627,0.0,4627.0
417,220,32,grocery,1,126,0.05,119.7
418,221,13,home,1,3877,0.1,3489.3
419,222,60,fashion,1,552,0.1,496.8
420,222,15,home,2,860,0.05,1634.0
421,222,23,beauty,1,2336,0.0,2336.0
422,223,21,beauty,1,2746,0.05,2608.7
423,223,1,electronics,1,150,0.2,120.0
424,224,43,sports,1,4289,0.1,3860.1
425,225,22,beauty,1,1574,0.05,1495.3
426,226,57,fashion,1,729,0.05,692.55
427,226,11,home,1,1744,0.1,1569.6
428,227,8,electronics,3,1791,0.0,5373.0
429,228,41,sports,1,931,0.0,931.0
430,229,46,sports,1,3785,0.0,3785.0
431,230,47,sports,1,1558,0.05,1480.1
432,230,37,grocery,1,667,0.0,667.0
433,230,24,beauty,1,2262,0.15,1922.7
434,231,56,fashion,2,630,0.05,1197.0
435,232,32,grocery,1,126,0.1,113.4
436,233,42,sports,1,3125,0.0,3125.0
437,233,60,fashion,2,552,0.15,938.4
438,234,15,home,1,860,0.05,817.0
439,235,18,home,1,778,0.2,622.4
440,235,24,beauty,1,2262,0.15,1922.7
441,236,33,grocery,1,4175,0.15,3548.75
442,236,15,home,1,860,0.0,860.0
443,237,11,home,1,1744,0.0,1744.0
444,238,29,beauty,1,2320,0.05,2204.0
445,239,3,electronics,1,3713,0.1,3341.7
446,240,7,electronics,1,1985,0.0,1985.0
447,241,24,beauty,1,2262,0.15,1922.7
448,241,26,beauty,1,4752,0.0,4752.0
449,241,12,home,1,4627,0.05,4395.65
450,242,1,electronics,1,150,0.0,150.0
451,242,29,beauty,1,2320,0.0,2320.0
452,242,8,electronics,1,1791,0.0,1791.0
453,243,15,home,1,860,0.1,774.0
454,243,30,beauty,1,4729,0.15,4019.65
455,243,36,grocery,1,1580,0.1,1422.0
456,244,51,fashion,1,2916,0.15,2478.6
457,245,6,electronics,1,529,0.15,449.65
458,245,39,grocery,2,2235,0.05,4246.5
459,245,51,fashion,2,2916,0.05,5540.4
460,245,46,sports,1,3785,0.0,3785.0
461,246,60,fashion,1,552,0.0,552.0
462,246,21,beauty,1,2746,0.05,2608.7
463,246,56,fashion,1,630,0.0,630.0
464,247,16,home,1,1002,0.05,951.9
465,247,56,fashion,1,630,0.1,567.0
466,248,33,grocery,1,4175,0.0,4175.0
467,248,24,beauty,1,2262,0.0,2262.0
468,248,4,electronics,2,2293,0.0,4586.0
469,248,40,grocery,1,3255,0.05,3092.25
470,249,19,home,1,2193,0.0,2193.0
471,250,23,beauty,1,2336,0.05,2219.2
472,250,41,sports,1,931,0.15,791.35
473,250,13,home,1,3877,0.0,3877.0
474,251,6,electronics,2,529,0.0,1058.0
475,251,19,home,1,2193,0.0,2193.0
476,252,23,beauty,1,2336,0.0,2336.0
477,253,51,fashion,1,2916,0.05,2770.2
478,253,14,home,2,4075,0.0,8150.0
479,254,53,fashion,1,1286,0.1,1157.4
480,254,17,home,1,2656,0.05,2523.2
481,255,33,grocery,1,4175,0.0,4175.0
482,255,32,grocery,1,126,0.1,113.4
483,255,15,home,2,860,0.05,1634.0
484,256,20,home,1,3438,0.1,3094.2
485,256,11,home,1,1744,0.05,1656.8
486,257,22,beauty,1,1574,0.0,1574.0
487,257,3,electronics,1,3713,0.05,3527.35
488,258,60,fashion,2,552,0.0,1104.0
489,259,52,fashion,1,1957,0.0,1957.0
490,259,9,electronics,1,4658,0.15,3959.3
491,260,53,fashion,1,1286,0.05,1221.7
492,261,58,fashion,1,1326,0.0,1326.0
493,262,43,sports,2,4289,0.0,8578.0
494,262,14,home,1,4075,0.15,3463.75
495,263,27,beauty,1,1579,0.05,1500.05
496,264,49,sports,1,1048,0.2,838.4
497,264,59,fashion,1,2290,0.05,2175.5
498,264,26,beauty,3,4752,0.1,12830.4
499,264,50,sports,1,2033,0.15,1728.05
500,265,26,beauty,1,4752,0.0,4752.0
501,265,9,electronics,1,4658,0.0,4658.0
502,266,32,grocery,1,126,0.0,126.0
503,267,1,electronics,2,150,0.1,270.0
504,267,49,sports,1,1048,0.15,890.8
505,268,38,grocery,1,3806,0.0,3806.0
506,269,17,home,1,2656,0.05,2523.2
507,270,39,grocery,1,2235,0.05,2123.25
508,271,45,sports,1,4975,0.0,4975.0
509,271,33,grocery,1,4175,0.1,3757.5
510,272,42,sports,1,3125,0.05,2968.75
511,272,20,home,1,3438,0.1,3094.2
512,272,8,electronics,1,1791,0.0,1791.0
513,273,10,electronics,1,3487,0.0,3487.0
514,273,10,electronics,1,3487,0.0,3487.0
515,273,32,grocery,1,126,0.05,119.7
516,273,5,electronics,1,1760,0.05,1672.0
517,274,2,electronics,2,3850,0.15,6545.0
518,275,17,home,1,2656,0.0,2656.0
519,276,17,home,1,2656,0.0,2656.0
520,277,28,beauty,1,567,0.05,538.65
521,278,28,beauty,3,567,0.0,1701.0
522,278,55,fashion,1,4572,0.0,4572.0
523,279,12,home,1,4627,0.0,4627.0
524,280,48,sports,1,2972,0.05,2823.4
525,280,46,sports,1,3785,0.1,3406.5
526,280,29,beauty,1,2320,0.1,2088.0
527,281,43,sports,1,4289,0.05,4074.55
528,281,15,home,1,860,0.05,817.0
529,282,33,grocery,1,4175,0.0,4175.0
530,283,56,fashion,1,630,0.05,598.5
531,283,59,fashion,1,2290,0.15,1946.5
532,284,26,beauty,1,4752,0.1,4276.8
533,284,23,beauty,1,2336,0.05,2219.2
534,285,14,home,1,4075,0.05,3871.25
535,286,57,fashion,1,729,0.0,729.0
536,286,53,fashion,1,1286,0.0,1286.0
537,287,3,electronics,2,3713,0.1,6683.4
538,288,43,sports,1,4289,0.0,4289.0
539,289,43,sports,1,4289,0.0,4289.0
540,290,20,home,1,3438,0.1,3094.2
541,291,57,fashion,1,729,0.1,656.1
542,292,27,beauty,1,1579,0.0,1579.0
543,293,58,fashion,1,1326,0.0,1326.0
544,293,30,beauty,1,4729,0.0,4729.0
545,294,7,electronics,2,1985,0.2,3176.0
546,294,16,home,1,1002,0.05,951.9
547,295,57,fashion,1,729,0.1,656.1
548,296,1,electronics,3,150,0.15,382.5
549,297,17,home,1,2656,0.0,2656.0
550,297,38,grocery,1,3806,0.0,3806.0
551,298,59,fashion,2,2290,0.2,3664.0
552,298,17,home,1,2656,0.0,2656.0
553,298,22,beauty,2,1574,0.05,2990.6
554,299,40,grocery,1,3255,0.1,2929.5
555,299,29,beauty,1,2320,0.15,1972.0
556,299,57,fashion,1,729,0.05,692.55
557,299,40,grocery,1,3255,0.0,3255.0
558,300,60,fashion,1,552,0.0,552.0
559,300,7,electronics,2,1985,0.0,3970.0
560,301,51,fashion,1,2916,0.0,2916.0
561,301,51,fashion,1,2916,0.15,2478.6
562,302,56,fashion,1,630,0.1,567.0
563,302,22,beauty,1,1574,0.1,1416.6
564,302,60,fashion,1,552,0.15,469.2
565,303,36,grocery,1,1580,0.05,1501.0
566,304,54,fashion,1,3026,0.1,2723.4
567,305,40,grocery,1,3255,0.0,3255.0
568,306,10,electronics,1,3487,0.15,2963.95
569,306,26,beauty,1,4752,0.0,4752.0
570,306,55,fashion,1,4572,0.0,4572.0
571,307,35,grocery,2,1942,0.05,3689.8
572,307,37,grocery,1,667,0.05,633.65
573,308,30,beauty,1,4729,0.0,4729.0
574,308,4,electronics,2,2293,0.1,4127.4
575,308,55,fashion,1,4572,0.0,4572.0
576,309,32,grocery,1,126,0.05,119.7
577,309,6,electronics,1,529,0.0,529.0
578,310,7,electronics,2,1985,0.0,3970.0
579,311,3,electronics,1,3713,0.15,3156.05
580,311,30,beauty,1,4729,0.0,4729.0
581,311,46,sports,1,3785,0.0,3785.0
582,312,22,beauty,1,1574,0.0,1574.0
583,313,58,fashion,1,1326,0.1,1193.4
584,314,14,home,1,4075,0.15,3463.75
585,315,7,electronics,1,1985,0.1,1786.5
586,315,39,grocery,2,2235,0.15,3799.5
587,315,42,sports,1,3125,0.0,3125.0
588,316,43,sports,1,4289,0.1,3860.1
589,316,29,beauty,2,2320,0.0,4640.0
590,316,34,grocery,1,2437,0.05,2315.15
591,317,40,grocery,2,3255,0.0,6510.0
592,318,10,electronics,1,3487,0.0,3487.0
593,318,25,beauty,1,3410,0.0,3410.0
594,319,38,grocery,1,3806,0.2,3044.8
595,319,14,home,1,4075,0.0,4075.0
596,320,14,home,1,4075,0.15,3463.75
597,320,5,electronics,1,1760,0.05,1672.0
598,320,3,electronics,1,3713,0.15,3156.05
599,320,58,fashion,1,1326,0.1,1193.4
600,321,37,grocery,1,667,0.0,667.0
601,322,54,fashion,1,3026,0.0,3026.0
602,322,41,sports,1,931,0.05,884.45
